"","Game.","Team","FGM","FGA","X3PM","X3PA","FTM","FTA","OREB","TR","AST","TO","STL","BLK","PF","PTS"
"1121",1861,"fairfiield",21,45,4,9,20,28,9,38,10,15,4,3,15,66
"4416",1861,"wagner",24,63,6,21,1,3,12,30,14,13,2,2,25,54
"514",1862,"calstfullerton",29,57,14,24,5,8,5,28,16,11,5,1,16,77
"4074",1862,"ucla",27,62,5,20,15,18,14,39,19,12,6,3,14,74
"315",1863,"boisest",36,63,11,23,20,30,10,43,19,15,5,3,19,103
"524",1863,"calstnorthridge",26,64,8,29,12,18,7,27,9,15,10,5,23,72
"2604",1864,"niagara",22,68,6,27,7,9,14,33,16,9,13,5,17,57
"3761",1864,"syracuse",24,54,9,25,14,18,12,46,15,16,6,11,11,71
"896",1865,"delaware",28,53,12,23,14,15,6,28,18,11,6,5,12,82
"2507",1865,"ncwilmington",24,52,7,18,13,19,7,23,13,10,6,5,15,68
"270",1866,"belmont",31,64,11,28,6,9,9,45,16,11,4,2,14,79
"4511",1866,"westernkentucky",23,66,6,27,10,15,11,35,8,10,6,2,11,62
"2324",1867,"montana",30,60,3,9,16,23,14,37,12,13,4,0,21,79
"2719",1867,"northernarizona",25,59,8,19,14,21,13,33,13,15,8,1,19,72
"3017",1868,"pepperdine",24,65,8,25,12,15,11,43,18,13,2,4,19,68
"3324",1868,"sanjosest",29,68,13,34,12,16,9,42,19,7,8,4,17,83
"1234",1869,"fresnost",20,48,8,22,9,13,6,25,12,14,3,6,12,57
"4091",1869,"ucriverside",24,56,10,19,2,4,15,39,12,16,5,3,13,60
"2971",1870,"pacific",22,66,2,13,10,18,20,45,11,11,4,2,24,56
"4065",1870,"ucirvine",21,54,7,13,20,25,12,40,11,11,6,6,19,69
"1707",1871,"iupui",26,58,9,25,12,28,15,34,18,15,9,3,16,73
"4679",1871,"youngstownst",31,59,9,22,12,14,10,35,15,19,9,3,25,83
"1416",1872,"hampton",22,47,4,9,22,33,7,27,14,7,6,7,17,70
"3756",1872,"stpeters",23,55,6,20,15,20,15,38,11,17,5,2,25,67
"779",1873,"columbia",23,44,7,15,16,22,6,29,17,14,8,5,13,69
"2084",1873,"marist",20,55,7,19,7,10,11,28,11,15,9,4,20,54
"1017",1874,"eastcarolina",28,60,8,21,18,29,12,44,19,22,11,8,18,82
"1037",1874,"easternkentucky",26,73,8,27,14,19,14,39,12,18,10,0,23,74
"2735",1875,"northerncolorado",26,58,5,23,8,15,11,36,12,15,4,3,14,65
"3052",1875,"portlandst",30,59,5,9,4,11,9,32,14,12,7,7,17,69
"2339",1876,"montanast",25,59,7,16,9,10,9,37,15,11,6,3,13,66
"3247",1876,"sacramentost",18,53,6,15,9,11,8,34,9,14,5,5,14,51
"1552",1877,"idaho",24,53,5,13,7,13,10,32,12,15,8,2,23,60
"1558",1877,"idahost",22,54,5,22,13,18,12,34,13,13,5,1,13,62
"2023",1878,"loyolamarymount",21,47,9,26,20,25,6,31,11,12,3,1,21,71
"2370",1878,"morganst",26,54,8,19,14,18,5,23,11,8,4,2,19,74
"2872",1879,"ohiost",15,48,8,24,21,29,12,41,10,22,6,2,25,59
"4529",1879,"westvirginia",22,54,8,20,15,25,8,34,8,17,7,5,24,67
"1770",1880,"kansas",27,58,9,22,9,18,15,44,13,21,9,1,18,72
"3608",1880,"stanford",19,50,6,20,12,16,4,25,10,19,10,3,16,56
"69",1881,"alabamast",21,55,6,17,11,16,14,31,7,20,4,1,16,59
"2936",1881,"oregon",39,66,13,26,7,13,14,35,28,11,13,6,15,98
"224",1882,"auburn",31,60,12,32,12,17,16,43,21,13,6,9,16,86
"1910",1882,"lipscomb",22,57,5,21,10,15,11,28,10,13,6,0,20,59
"2218",1883,"michigan",36,67,8,21,6,7,10,38,19,14,4,2,12,86
"4113",1883,"umasslowell",25,60,4,13,6,9,3,25,6,13,8,4,10,60
"388",1884,"bryant",26,60,10,28,8,9,4,16,11,9,8,5,24,70
"2131",1884,"maryland",26,55,7,14,25,32,18,47,14,16,3,4,9,84
"2229",1885,"michiganst",32,65,10,27,21,26,17,46,28,9,3,3,12,95
"4519",1885,"westernmichigan",26,62,7,26,3,6,8,24,19,12,4,0,19,62
"2425",1886,"navy",19,49,7,20,11,14,8,26,10,9,6,0,12,56
"4375",1886,"virginia",25,47,8,19,7,10,5,28,18,8,4,7,14,65
"821",1887,"cornell",22,54,8,19,7,13,10,28,14,17,5,4,15,59
"2991",1887,"pennst",35,67,8,26,12,18,18,43,16,11,8,3,17,90
"496",1888,"calstbakersfield",22,54,6,15,8,12,11,36,10,17,4,0,20,58
"3938",1888,"texastech",24,49,9,17,16,25,6,29,16,9,7,6,10,73
"1659",1889,"iowa",39,65,6,16,9,18,9,32,27,7,14,8,14,93
"1796",1889,"kennesawst",19,54,5,18,8,10,12,34,7,24,2,1,15,51
"8",1890,"abilenechristian",21,54,5,21,19,23,8,28,9,18,8,4,23,66
"4551",1890,"wichitast",29,57,6,17,20,29,13,39,16,16,8,5,20,84
"748",1891,"colorado",34,60,17,28,14,21,9,47,26,15,7,0,12,99
"1653",1891,"iona",18,60,6,28,12,15,3,24,8,15,11,3,19,54
"158",1892,"arkansas",25,62,12,31,9,12,9,35,11,11,5,3,18,71
"1623",1892,"indiana",25,59,5,21,9,18,12,41,12,14,4,3,17,64
"1897",1893,"liberty",20,49,8,25,9,9,6,27,10,13,3,2,11,57
"2048",1893,"lsu",32,60,4,10,6,7,8,31,12,6,9,4,11,74
"4137",1894,"umes",14,59,7,26,2,5,12,34,10,14,1,7,13,37
"4391",1894,"virginiatech",32,72,12,31,16,19,19,53,20,2,7,4,9,92
"2659",1895,"norfolkst",23,58,7,23,12,22,8,30,12,10,9,1,20,65
"3739",1895,"stonybrook",24,52,12,27,21,24,9,42,14,17,5,4,18,81
"60",1896,"alabamaam",23,76,7,23,3,5,14,43,14,9,6,2,8,56
"2838",1896,"notredame",33,69,13,33,3,7,9,48,23,9,6,10,4,82
"796",1897,"connecticut",25,63,11,25,8,16,17,43,18,10,6,11,16,69
"2626",1897,"njit",17,52,3,12,10,13,9,32,8,15,3,6,12,47
"1829",1898,"lafayette",27,70,5,27,8,15,14,47,17,11,3,7,20,67
"3260",1898,"sacredheart",25,67,4,25,12,17,11,42,8,8,6,5,17,66
"533",1899,"campbell",22,52,6,22,13,16,8,35,11,12,8,3,20,63
"2866",1899,"ohio",19,52,4,20,13,20,12,36,9,13,6,2,19,55
"1577",1900,"illinois",36,68,11,26,12,19,14,39,22,9,7,5,17,95
"2450",1900,"ncat",24,52,7,16,9,14,6,28,11,18,5,7,20,64
"1499",1901,"holycross",26,55,6,16,4,6,6,30,11,13,2,0,19,62
"3427",1901,"siena",29,54,7,18,9,16,5,30,15,9,7,4,8,74
"1003",1902,"duquesne",23,68,3,16,12,16,16,37,7,14,8,6,7,61
"2117",1902,"marshall",35,68,8,18,5,8,13,43,18,15,10,8,14,83
"2905",1903,"oklahomast",27,60,8,27,20,25,13,51,16,11,8,3,11,82
"3392",1903,"sela",13,58,1,20,4,10,11,34,5,18,4,0,19,31
"2398",1904,"mtsu",19,53,11,31,13,19,8,30,11,21,7,4,21,62
"3157",1904,"rhodeisland",33,59,7,17,16,25,10,39,21,14,14,5,15,89
"1424",1905,"hartford",27,48,7,20,6,14,1,35,17,15,4,3,18,67
"2814",1905,"northwestern",23,62,6,22,14,18,8,32,17,5,7,1,15,66
"2520",1906,"nebraska",23,66,7,25,20,28,15,49,13,12,15,4,15,73
"3884",1906,"texasamcc",20,63,7,22,5,13,14,47,9,21,7,7,20,52
"2578",1907,"newmexico",24,55,3,16,23,35,19,42,12,21,11,2,17,74
"4034",1907,"ucdavis",24,58,11,26,10,17,14,34,17,20,9,1,26,69
"1891",1908,"lehigh",21,47,4,10,16,18,10,34,7,20,2,3,21,62
"3091",1908,"princeton",26,56,10,27,9,12,9,27,15,12,10,4,18,71
"2258",1909,"mississippi",30,55,7,23,13,21,6,37,22,11,5,4,11,80
"3846",1909,"tennesseetech",24,60,7,18,8,10,6,30,13,10,5,2,21,63
"114",1910,"appalachianst",24,65,4,22,8,16,12,34,11,10,8,1,17,60
"2493",1910,"ncst",28,62,5,25,11,19,17,53,12,15,7,7,15,72
"2033",1911,"loyolamd",20,52,5,17,6,15,8,34,17,18,3,1,15,51
"4330",1911,"vcu",31,62,14,34,9,15,10,40,24,9,9,3,17,85
"1186",1912,"floridaatlantic",24,54,7,23,3,4,9,28,8,13,5,2,20,58
"3599",1912,"southflorida",20,45,10,20,10,18,7,28,11,14,5,3,12,60
"94",1913,"alcornst",21,64,5,14,10,12,13,27,6,11,11,2,12,57
"3337",1913,"santaclara",31,53,16,23,14,17,9,40,21,16,3,7,13,92
"921",1914,"denver",19,59,5,14,12,15,6,33,8,10,7,2,12,55
"2689",1914,"northdakotast",24,51,8,23,10,13,3,38,14,15,4,1,14,66
"2536",1915,"nebraskaomaha",33,64,9,21,6,11,10,33,13,8,6,4,14,81
"3544",1915,"southdakotast",30,59,11,27,7,9,7,31,13,12,2,5,13,78
"3528",1916,"southdakota",25,63,8,23,17,20,5,36,11,10,4,3,15,75
"4501",1916,"westernillinois",31,66,8,18,12,16,8,43,12,11,4,0,18,82
"1779",1917,"kansasst",23,60,11,32,12,20,14,40,15,11,10,7,17,69
"4011",1917,"tulsa",24,56,7,20,12,20,9,36,12,12,7,1,18,67
"1954",1918,"louisianalafayette",26,55,10,20,15,18,3,22,12,11,7,3,21,77
"4095",1918,"ucsb",29,56,5,19,22,30,13,36,10,15,4,4,21,85
"470",1919,"cal",21,60,4,15,17,24,13,37,6,9,3,5,27,63
"1444",1919,"harvard",21,41,5,13,24,37,3,34,11,13,5,11,22,71
"2682",1920,"northdakota",23,51,7,16,13,22,7,33,13,17,4,2,23,66
"2960",1920,"oregonst",28,62,5,13,22,27,12,38,20,7,12,8,20,83
"47",1921,"alabama",31,66,12,30,16,21,17,49,14,15,4,6,19,90
"3178",1921,"richmond",27,69,6,24,18,22,13,36,11,10,9,2,18,78
"1143",1922,"fgc",24,59,9,28,1,6,11,32,16,19,14,0,17,58
"4204",1922,"usc",24,52,7,23,16,23,10,37,17,18,11,3,6,71
"284",1923,"bethunecookman",22,67,5,20,18,25,15,48,8,12,3,2,24,67
"3720",1923,"stlouis",23,63,4,19,27,38,13,47,16,7,8,6,17,77
"185",1924,"arkansaspinebluff",20,51,4,9,6,8,8,36,5,15,4,7,17,50
"4463",1924,"washingtonst",24,62,6,25,11,15,12,36,14,8,7,5,10,65
"1457",1925,"hawaii",32,55,7,17,20,26,11,38,14,8,4,5,10,91
"2058",1925,"maine",20,55,6,22,5,5,6,22,9,12,5,1,23,51
"3353",1926,"scupstate",33,66,10,25,15,18,12,32,19,9,8,3,19,91
"4407",1926,"vmi",28,53,14,29,12,21,10,33,15,18,6,5,15,82
"3169",1927,"rice",20,59,7,31,14,20,12,34,13,14,8,2,9,61
"3276",1927,"samhoustonst",30,59,6,17,9,10,8,40,16,13,8,0,19,75
"952",1928,"detroit",27,64,9,28,9,12,11,35,8,14,3,6,16,72
"1377",1928,"gonzaga",33,65,10,23,17,24,12,40,25,8,7,4,15,93
"266",1929,"baylor",27,54,10,21,19,28,11,39,16,15,10,3,14,83
"1719",1929,"jacksonst",20,60,5,13,12,17,14,36,8,18,7,2,22,57
"2169",1930,"memphis",34,63,9,26,7,15,9,41,24,12,2,4,16,84
"3999",1930,"tulane",25,62,8,25,15,18,7,29,10,10,5,0,19,73
"4368",1931,"villanova",25,62,7,25,11,16,12,37,15,11,7,3,15,68
"4653",1931,"xavier",27,58,1,11,7,10,8,36,14,14,6,6,18,62
"882",1932,"dayton",31,62,4,15,11,17,9,36,19,12,12,4,14,77
"2789",1932,"northflorida",21,50,12,28,5,14,7,32,14,21,1,6,19,59
"926",1933,"depaul",22,64,5,21,17,20,15,41,7,14,12,6,21,66
"3416",1933,"setonhall",23,50,7,20,21,30,8,38,14,17,9,7,20,74
"4173",1934,"unc",26,71,6,19,12,17,15,48,14,8,4,4,19,70
"4661",1934,"yale",20,54,8,27,19,22,1,34,12,10,5,7,17,67
"554",1935,"canisius",29,60,8,22,13,18,17,34,15,21,8,3,23,79
"3025",1935,"pittsburgh",26,52,9,16,26,33,13,31,12,17,14,4,18,87
"1480",1936,"hofstra",25,57,8,20,17,26,7,34,12,7,6,2,14,75
"3967",1936,"towson",27,64,6,19,7,10,10,40,10,12,3,4,20,67
"3490",1937,"southcarolina",20,54,4,19,12,24,13,39,13,15,6,4,27,56
"3648",1937,"stetson",16,45,7,17,24,36,9,34,11,14,7,2,22,63
"29",1938,"akron",27,60,9,24,22,29,14,45,19,16,3,1,17,85
"2136",1938,"massachusetts",28,71,10,30,13,19,15,39,11,12,8,4,26,79
"418",1939,"buffalo",26,60,9,21,23,30,14,43,19,19,9,4,14,84
"3624",1939,"stbonaventure",34,77,4,20,7,9,16,37,11,14,6,6,22,79
"598",1940,"charleston",26,60,7,23,16,21,9,38,11,8,6,1,17,75
"886",1940,"delaware",22,54,3,25,16,21,6,34,8,13,1,4,18,63
"1759",1941,"jamesmadison",28,61,3,15,13,23,6,34,11,10,3,1,18,72
"2709",1941,"northeastern",31,61,12,31,14,21,7,41,23,11,6,1,18,88
"978",1942,"drexel",27,57,8,18,9,15,11,33,12,15,9,4,16,71
"2502",1942,"ncwilmington",24,57,1,6,17,20,12,34,10,15,7,8,17,66
"1538",1943,"howard",21,61,8,17,12,16,14,39,10,15,6,4,13,62
"2998",1943,"pennsylvania",31,65,14,40,5,8,10,36,21,12,5,3,12,81
"228",1944,"austinpeay",17,64,3,20,11,20,12,30,10,11,5,3,13,48
"1319",1944,"georgia",31,56,8,21,8,13,10,50,18,19,2,6,19,78
"2891",1945,"oklahoma",30,59,7,22,24,29,10,48,21,19,7,4,13,91
"3204",1945,"riogrande",28,68,11,30,5,8,4,28,14,14,12,1,23,72
"717",1946,"clevelandst",31,58,7,13,13,16,10,28,15,15,8,1,20,82
"1708",1946,"iupui",28,54,9,23,15,18,10,27,21,16,9,3,17,80
"2774",1947,"northernkentucky",23,61,5,26,8,13,13,35,9,11,6,2,21,59
"4283",1947,"uwgreenbay",27,57,7,17,12,16,9,39,17,9,6,2,17,73
"4291",1948,"uwmilwaukee",27,56,5,19,11,17,8,32,10,16,9,1,21,70
"4614",1948,"wrightst",30,56,11,19,11,19,11,37,20,17,2,1,16,82
"856",1949,"davidson",24,57,14,31,9,14,10,31,15,15,6,3,27,71
"4318",1949,"vanderbilt",22,47,7,17,25,37,10,34,11,14,8,2,15,76
"1472",1950,"highpoint",17,51,2,13,22,30,10,29,6,16,5,2,12,58
"3854",1950,"texas",36,65,10,23,7,13,13,38,18,11,6,7,24,89
"1972",1951,"louisianatech",30,62,10,22,10,15,16,41,13,13,12,1,15,80
"3474",1951,"somiss",20,58,0,16,9,11,15,33,11,17,4,2,15,49
"1640",1952,"indianast",29,55,6,13,4,12,7,34,19,11,6,5,10,68
"3572",1952,"southernillinois",22,50,5,18,7,13,5,29,7,14,4,4,16,56
"2011",1953,"loyolachicago",21,49,5,14,19,30,8,36,15,13,6,1,12,66
"4303",1953,"valparaiso",25,58,9,27,4,6,6,33,21,15,8,9,23,63
"1807",1954,"kentst",25,61,6,23,12,16,12,28,10,14,7,1,26,68
"2268",1954,"mississippist",31,56,5,13,29,38,12,40,19,12,7,5,18,96
"658",1955,"chicagost",11,45,2,17,9,14,10,29,4,24,5,2,14,33
"2292",1955,"missouri",33,62,16,31,9,10,11,39,19,12,14,3,16,91
"3870",1956,"texasam",22,60,4,24,10,15,15,43,14,15,9,4,19,58
"3905",1956,"texassouthern",19,54,3,16,14,20,11,36,12,15,4,1,16,55
"1269",1957,"georgemason",18,55,5,19,12,18,16,28,14,13,7,6,16,53
"3780",1957,"tcu",33,57,14,24,7,10,13,38,23,14,6,7,17,87
"1550",1958,"idaho",28,59,4,12,8,13,6,44,11,15,0,3,19,68
"4473",1958,"weberst",25,66,9,22,10,16,8,28,17,4,8,5,13,69
"2321",1959,"montana",20,59,5,18,7,9,9,34,9,9,10,5,14,52
"3239",1959,"sacramentost",18,50,5,15,9,15,9,41,6,18,6,3,12,50
"2337",1960,"montanast",17,41,4,17,25,28,4,35,7,14,4,2,15,63
"2721",1960,"northernarizona",24,60,8,28,5,10,10,32,12,12,6,3,20,61
"1439",1961,"harvard",34,60,9,17,7,9,8,39,13,21,6,4,18,84
"3314",1961,"sanfrancisco",30,63,7,23,14,19,6,25,11,13,11,3,18,81
"854",1962,"dartmouth",19,60,4,19,14,21,8,41,7,10,3,0,19,56
"2567",1962,"newhampshire",24,57,8,25,14,19,3,39,11,10,6,1,18,70
"1727",1963,"jacksonville",18,54,5,23,11,19,9,44,12,12,2,6,18,52
"3505",1963,"southcarolinast",21,65,6,25,10,16,12,44,12,5,6,4,16,58
"1076",1964,"elon",27,54,10,24,9,12,6,27,12,10,2,1,16,73
"4560",1964,"williammary",27,51,7,19,13,17,5,27,14,10,6,2,14,74
"81",1965,"albany",25,58,13,27,4,7,6,31,10,13,3,0,20,67
"781",1965,"columbia",22,56,6,20,16,21,10,39,7,11,6,4,13,66
"813",1966,"coppinst",22,57,5,27,7,14,12,43,6,17,7,2,18,56
"1219",1966,"fordham",19,57,9,27,15,21,11,38,12,14,10,5,15,62
"1578",1967,"illinoischicago",22,58,4,14,16,18,11,33,10,16,5,5,20,64
"4674",1967,"youngstownst",24,56,4,18,18,26,12,37,7,12,11,2,16,70
"1060",1968,"easternwashington",27,65,6,24,9,17,12,30,11,9,7,2,19,69
"1561",1968,"idahost",27,46,9,17,12,21,6,37,16,20,3,4,20,75
"3057",1969,"portlandst",32,73,10,27,7,12,13,32,13,8,8,6,17,81
"3576",1969,"southernutah",31,57,6,16,15,21,10,42,15,15,3,5,15,83
"342",1970,"bostoncollege",21,62,3,18,4,11,13,34,8,19,10,4,12,49
"994",1970,"duke",35,68,12,28,6,9,13,44,20,15,9,7,14,88
"443",1971,"butler",21,52,10,27,8,10,13,46,12,24,2,2,12,60
"3700",1971,"stjohns",20,58,4,22,14,17,5,24,13,7,16,3,17,58
"1212",1972,"floridast",29,63,6,17,6,9,10,33,16,12,11,9,12,70
"1365",1972,"georgiatech",22,55,8,22,6,8,10,33,15,20,7,3,11,58
"1604",1973,"illinoisst",23,53,10,18,20,24,6,25,13,9,9,1,18,76
"2754",1973,"northerniowa",25,52,7,20,13,21,12,39,11,17,4,1,22,70
"1294",1974,"georgetown",21,57,7,19,11,12,9,31,12,15,9,1,15,60
"3104",1974,"providence",28,52,10,25,10,13,5,33,18,16,10,1,18,76
"1299",1975,"georgewashington",22,64,5,20,2,5,11,33,9,9,5,6,12,51
"4358",1975,"vermont",30,60,9,19,7,11,10,42,15,10,5,7,11,76
"3797",1976,"temple",20,53,7,21,15,23,13,41,16,17,12,4,15,62
"4039",1976,"ucf",24,57,6,24,4,10,9,33,16,16,8,4,17,58
"13",1977,"airforce",34,56,15,23,22,25,5,30,19,6,9,1,12,105
"4083",1977,"ucriverside",17,53,12,33,10,18,11,28,11,15,2,2,19,56
"695",1978,"clemson",27,62,6,22,8,12,10,38,15,13,7,2,14,68
"2196",1978,"miamifl",28,64,8,25,9,10,8,36,9,12,7,2,16,73
"1109",1979,"evansville",22,60,3,22,5,10,10,29,6,8,5,1,13,52
"2297",1979,"missourist",25,51,6,16,9,13,6,37,10,12,3,5,15,65
"1168",1980,"floridaam",29,57,4,7,8,15,11,29,10,14,13,3,16,70
"1675",1980,"iowast",25,54,8,20,10,14,12,34,11,18,9,2,15,68
"3200",1981,"rider",15,61,2,14,5,7,8,36,5,12,10,1,16,37
"4594",1981,"wisconsin",24,55,13,31,4,7,5,43,18,14,6,7,14,65
"358",1982,"bowlinggreen",27,61,9,19,18,21,12,40,13,9,7,3,16,81
"1433",1982,"hartford",25,68,9,31,9,15,19,43,14,13,5,2,17,68
"521",1983,"calstnorthridge",32,59,6,20,23,34,13,35,20,12,6,2,14,93
"2363",1983,"morganst",32,66,7,22,11,13,14,34,10,14,4,1,24,82
"375",1984,"bradley",26,62,9,21,19,22,14,39,15,11,9,3,14,80
"964",1984,"drake",28,57,11,31,5,8,5,29,21,14,4,0,19,72
"1236",1985,"fresnost",18,52,4,20,12,16,13,34,4,18,5,4,15,52
"3371",1985,"sdsu",22,49,3,12,14,17,7,31,12,14,5,3,15,61
"1023",1986,"eastcarolina",29,59,4,16,7,9,9,36,14,17,3,4,23,69
"4547",1986,"wichitast",25,57,9,27,16,29,11,33,15,11,12,3,11,75
"4177",1987,"unlv",25,56,5,19,15,21,14,41,13,17,8,7,21,70
"4226",1987,"utahst",17,52,2,19,17,21,10,29,8,15,5,3,19,53
"838",1988,"creighton",33,66,9,23,17,22,7,34,16,9,10,2,16,92
"2096",1988,"marquette",29,69,10,29,7,8,13,42,14,16,1,1,19,75
"1093",1989,"etsu",18,47,5,24,8,12,9,33,8,15,5,6,15,49
"4602",1989,"wofford",18,49,6,20,6,10,9,32,5,14,7,2,14,48
"1252",1990,"furman",28,49,13,24,20,25,5,32,12,16,6,1,15,89
"4409",1990,"vmi",25,60,8,29,15,20,10,30,15,12,12,1,17,73
"1690",1991,"ipfw",26,61,11,27,7,11,10,44,16,15,5,5,17,70
"3516",1991,"southdakota",20,56,9,23,10,18,3,29,13,11,8,3,15,59
"3460",1992,"someth",33,57,10,27,6,6,6,36,22,17,8,7,14,82
"3588",1992,"southflorida",25,64,8,22,6,11,12,30,14,13,10,1,10,64
"673",1993,"cincinnati",26,56,2,9,13,24,12,40,16,13,7,3,17,67
"795",1993,"connecticut",18,56,4,19,11,14,11,34,9,16,7,13,19,51
"316",1994,"boisest",20,51,3,15,22,26,9,31,3,14,9,1,20,65
"4630",1994,"wyoming",18,43,8,22,10,12,3,24,8,22,5,0,25,54
"768",1995,"coloradost",21,57,5,15,12,17,5,30,13,16,3,0,12,59
"2560",1995,"nevada",25,60,9,26,8,9,6,36,15,14,5,8,19,67
"2575",1996,"newmexico",30,61,6,24,19,27,11,40,19,18,7,3,14,85
"3318",1996,"sanjosest",32,67,12,33,12,20,12,36,22,12,10,5,22,88
"686",1997,"citadel",23,63,12,36,10,16,13,37,14,18,10,3,25,68
"3268",1997,"samford",27,59,3,18,12,17,9,41,8,16,5,2,14,69
"2182",1998,"mercer",25,47,6,10,7,11,5,35,6,24,6,0,18,63
"2483",1998,"ncgreensboro",26,62,8,23,12,22,11,31,5,12,17,2,13,72
"1378",1999,"gonzaga",33,65,8,25,11,23,14,36,18,4,5,6,12,85
"3040",1999,"portland",29,56,8,13,6,10,8,33,15,14,4,5,18,72
"754",2000,"colorado",25,57,7,22,17,25,5,36,14,8,1,2,13,74
"2943",2000,"oregon",25,56,3,18,12,17,4,34,9,13,5,3,23,65
"1575",2001,"illinois",22,75,3,28,9,15,20,48,14,8,2,3,17,56
"2238",2001,"michiganst",26,60,7,22,17,24,11,48,20,10,2,9,19,76
"881",2002,"dayton",31,58,5,15,17,20,11,38,22,15,9,8,14,84
"1865",2002,"lasalle",23,66,3,17,9,11,17,35,12,16,5,7,19,58
"4068",2003,"ucla",24,61,10,26,8,15,22,38,15,15,6,2,25,66
"4448",2003,"washington",19,46,3,12,23,32,11,27,8,14,5,9,17,64
"3312",2004,"sanfrancisco",20,60,6,25,12,17,8,31,5,10,9,3,16,58
"3721",2004,"stmarys",26,60,4,11,13,15,12,46,9,13,5,3,16,69
"2239",2005,"minnesota",27,74,9,26,15,19,20,50,13,18,8,5,23,78
"3118",2005,"purdue",29,68,11,25,14,23,15,41,20,15,6,3,20,83
"461",2006,"cal",17,56,4,15,14,17,14,41,3,18,3,2,12,52
"3611",2006,"stanford",25,54,9,23,9,14,4,30,14,11,8,5,13,68
"1195",2007,"floridainternational",24,57,9,21,12,23,12,37,15,14,8,5,14,69
"4254",2007,"utep",27,62,6,21,7,11,14,43,16,17,6,5,22,67
"3391",2008,"sela",25,57,9,28,12,16,9,27,14,19,8,2,23,71
"3633",2008,"stephenfaustin",27,53,5,14,23,32,13,38,10,18,10,0,19,82
"1149",2009,"fgc",16,40,5,19,9,11,6,26,10,18,4,4,10,46
"1898",2009,"liberty",25,47,5,16,4,9,4,22,15,10,12,3,12,59
"1753",2010,"jamesmadison",24,51,1,7,15,24,9,39,8,15,7,0,11,64
"2505",2010,"ncwilmington",23,59,6,22,8,14,9,32,12,12,6,2,16,60
"377",2011,"brown",27,57,13,28,18,22,10,45,18,19,7,4,17,85
"3165",2011,"rhodeisland",29,71,4,20,13,21,13,36,12,10,11,3,21,75
"848",2012,"dartmouth",24,45,6,14,14,22,3,27,12,17,3,2,24,68
"4348",2012,"vermont",27,54,5,20,18,26,5,26,11,8,10,1,19,77
"1790",2013,"kennesawst",21,54,4,12,11,15,11,36,12,17,1,1,13,57
"2786",2013,"northflorida",31,66,7,26,7,11,11,34,12,6,6,3,16,76
"607",2014,"charleston",25,60,8,24,23,28,10,38,10,2,0,2,18,81
"3957",2014,"towson",21,59,7,28,20,23,13,41,5,8,1,2,20,69
"630",2015,"charlotte",17,46,4,14,13,17,3,23,6,9,8,5,8,51
"4024",2015,"uab",20,49,1,15,3,7,10,39,9,18,7,2,16,44
"2114",2016,"marshall",35,60,8,23,11,21,9,41,22,17,9,10,19,89
"3166",2016,"rice",22,59,6,21,19,25,7,26,6,16,10,0,15,69
"2800",2017,"northtexas",32,55,10,24,10,10,4,29,21,13,2,3,24,84
"4508",2017,"westernkentucky",28,51,12,25,25,34,3,22,17,5,5,5,14,93
"1083",2018,"elon",27,57,10,26,4,8,9,37,10,11,0,0,14,68
"2714",2018,"northeastern",28,57,9,20,12,15,2,24,12,5,9,3,10,77
"2382",2019,"mountstmarys",12,50,3,20,20,30,15,40,5,12,1,2,12,47
"4419",2019,"wagner",25,54,9,25,7,9,6,36,13,9,5,3,24,66
"326",2020,"boston",29,61,8,24,7,12,8,34,12,9,7,0,14,73
"1838",2020,"lafayette",25,50,9,21,13,17,2,29,18,12,5,1,13,72
"205",2021,"army",24,54,5,17,12,16,6,32,15,14,5,1,11,65
"406",2021,"bucknell",26,57,10,21,5,6,6,29,11,16,8,8,15,67
"106",2022,"american",21,61,4,21,5,9,9,37,7,9,8,0,12,51
"738",2022,"colgate",24,59,10,24,7,9,9,43,16,13,3,0,14,65
"1497",2023,"holycross",24,58,9,26,13,14,9,31,11,13,6,2,22,70
"2026",2023,"loyolamd",29,53,5,13,17,25,6,31,13,10,6,2,14,80
"1885",2024,"lehigh",21,53,9,25,7,8,9,29,13,16,10,4,21,58
"2423",2024,"navy",19,47,9,24,17,23,11,35,10,15,6,0,15,64
"718",2025,"coastalcarolina",25,61,5,21,12,22,12,46,12,14,6,0,18,67
"1327",2025,"georgiasouthern",22,60,15,38,11,15,6,36,17,13,5,7,18,70
"1008",2026,"duquesne",22,48,9,24,20,25,7,38,13,21,7,9,14,73
"3712",2026,"stlouis",23,63,6,20,7,18,15,39,17,15,10,3,24,59
"1225",2027,"fordham",17,43,3,10,9,15,5,31,12,18,4,4,19,46
"4338",2027,"vcu",23,54,7,22,11,21,10,32,19,9,8,3,15,64
"1477",2028,"hofstra",23,67,4,25,11,23,20,37,8,13,5,0,12,61
"4564",2028,"williammary",35,56,7,19,11,12,5,36,15,14,6,3,21,88
"3190",2029,"richmond",31,65,8,25,14,14,6,34,16,8,9,3,9,84
"3676",2029,"stjoes",22,60,6,30,2,6,10,38,9,21,4,4,18,52
"1908",2030,"lipscomb",20,47,11,30,15,22,7,26,18,12,5,3,15,66
"3639",2030,"stetson",25,55,5,16,8,14,10,32,13,11,8,3,17,63
"2394",2031,"mtsu",19,58,12,35,10,21,9,29,13,9,6,5,26,60
"2914",2031,"olddominion",21,51,4,13,24,32,13,50,10,13,5,2,16,70
